x1,x2,y
0.7116123783628309,0.10610865893406662,1.3681052143606345
1.0,0.8352353046152792,0.8426902649385671
0.0,0.35674281053807244,-1.3147473800357654
0.9557666739821935,0.7600490314588946,0.280963261999628
0.42436606980966085,0.2915327239029143,-0.06970599168659573
0.5917814649259532,0.8278240503842537,-0.9210333177527814
0.40194563624397783,0.7309778828603885,0.06188009849486364
0.27078316982721673,0.0,-0.851619256962362
0.26656405643532494,0.20623280900953145,-1.0850483571466318
0.7617244475771134,1.0000000000000002,1.6885154637904434
