x1,x2,x3,x4,y
0.9064769854861583,0.7876322689239218,0.14851640681635792,0.6755999755797717,-0.6938886713741033
0.8984323745434889,0.5401454191503459,0.5541663194668033,0.4654495659447507,0.37577604395662917
0.2248597534386716,0.030046502465278013,0.11504420325108955,0.45036075160622463,0.7892086860421887
0.32616394793849296,0.0,0.8008740455967422,0.5790050990553367,0.16882655135442812
0.09184070720788373,0.1352393773717563,0.3815132184943822,0.22392935853150525,1.0215116887820526
0.8055288494374798,0.5408496880811863,0.7407630604417,0.12373691094026242,0.2495737395762393
0.2214434304995621,0.05933706292090484,0.0,0.39196188912769186,0.6493177510529289
0.747921090031274,0.8220810698980019,0.3647377837173781,0.13622478092972423,0.17272586729197542
0.3828247757624875,0.0726166720803268,0.9415717430152241,0.176831959051651,0.026981063374136867
0.6206452728475846,0.6355789055704817,0.4421662964730766,0.7596589981010737,0.6407567453383745
0.9699444100706146,0.6475055712520564,0.8070616680542612,0.7567745900999232,-1.4359974695164766
0.7332662481889556,0.15218788870190908,0.48453786055605047,0.056482669317665726,0.5287754771717527
0.6512898951421876,0.07241693946966588,0.719031736583801,0.0,0.07971976813058519
0.1919288500160466,0.9041312078975094,0.49128423931430026,0.0011467378838779657,0.10422204734815202
0.475596916137771,0.22523294993006227,1.0,0.32100879843530383,-0.08256101574440336
0.13642757704063926,0.9528788040058626,0.19515590469643737,0.9567722804498389,-1.3284772192424112
0.18895010999613981,0.1750006486443077,0.22205996092215394,0.7500777956129168,0.6383973461708811
0.36892180964071597,0.8740230125878027,0.7910990108516807,0.6997109658000307,-0.3139035217040468
0.9999999999999999,0.7233679551553079,0.1277569848137932,0.8442777172676406,-1.6621132662674964
0.0,0.7210913356244318,0.13355290610396925,0.18781438157013852,0.5038255719487889
0.6812234185632694,0.9815816853710857,0.32690773560668945,0.9999999999999998,-1.7367525982648417
0.13982157346078578,0.8219360838882137,0.2612445320486104,0.4899036944698774,0.8083296260565448
0.8670971051105086,1.0000000000000002,0.1827802954040627,0.0177351523550299,-1.3706496660449408
0.2577698843209617,0.5471516197113827,0.5444248507273106,0.016106325152720674,1.3211501194143584
0.30412729378648307,0.5103417376690883,0.45820458940303216,0.026548667726893987,1.5013565544627252
0.9607167695282209,0.9725411553056929,0.9024070084955357,0.512742001039917,-2.1925199898403838
0.6616717699704425,0.04414105554692275,0.08315699655639733,0.7758470550431835,-0.3919801043454435
0.5696797406373256,0.46261025718194887,0.4276957983889818,0.18245866514899528,1.8827405118604876
0.7393863219654151,0.5210011965979194,0.7437975176876584,0.4602059891804339,0.5864653309149548
0.8619840669333092,0.5339886495930002,0.7727203454923458,0.791505840982175,-0.8408169679036321
