x1,x2,x3,x4,x5,x6,y
0.24275280549609657,0.34252274135986244,0.9701806582234509,0.8556771986727207,0.14142220310809048,0.8275943223725806,1.2737128423566466
0.5484191168542015,1.0,0.36694505691017804,0.6455418153068738,0.7151454986817702,0.3245118788626108,1.1357599436448989
0.037235327343434016,0.711720911469532,0.06764460205518895,0.2083914622014456,0.9642152397602693,0.6546908930196034,-0.7020280934553923
0.06892891047083703,0.6608112768107673,0.9796357944971558,0.8808633723795846,0.4052892027151741,0.5935408642837414,-0.5235579988524737
0.647016756201742,0.9051387847534663,0.7344468280668514,0.7417929854047136,0.5202674238687162,0.33039749607523866,0.1768785892658838
0.7992983964991174,0.2673624080174566,0.6574286295409915,0.16275264635762968,0.3130988095307937,0.04966451057344178,-0.44967485976890853
0.0,0.5256537782231655,0.26471727931018174,0.1627970416361051,0.41219865484879326,0.7554832351775803,3.7909639378628994
0.1552829309436361,0.07384731299682679,0.5982456187691666,0.1092091781156094,0.0,0.06215243091866573,-0.42022263798731213
0.6606793733796178,0.9037997828530274,0.019717035337715343,0.031361439052336654,0.6791903088016775,0.7126419855287871,-0.6677170948422075
0.8275876187674446,0.20126627136764935,0.6210950519497088,0.0,0.24814718653367226,0.0,-0.6157680413050318
0.5320207647205097,0.48813754030757645,0.3870639708293045,0.3249943488256866,0.8152264163974225,0.6515916730347172,-0.4835354092489992
0.7514732830304548,0.0,0.06516343305312933,0.10313078140369483,0.06536472698376856,0.3432014344106111,-0.04401053745350308
0.02008848885297429,0.3534844722169398,0.14018148886030107,0.6025225492134907,0.9184020328219497,0.857005088888989,-0.6976511700498422
0.9999999999999999,0.40051962729609375,0.5239102260895636,0.17482448407188367,0.06880842412132605,0.7343564486946501,0.1614994700797611
0.10259559768142261,0.024242508176608307,0.7874283605571304,0.273178674292737,0.006938226421704724,0.5176248693937173,1.2971889825997693
0.8583034311534885,0.5875413715824616,0.10827355899844537,0.05714757899163031,0.7251021821479016,0.4429020165820813,-0.6778829904355631
0.40667977660732285,0.05727706113250168,0.26281329255710556,0.546996405255967,0.17951135421818426,0.22617833185337963,0.18298758459567616
0.7556227673439424,0.4963220127298054,1.0,0.8267083288112881,0.6307691196946446,0.10258536364093473,-0.5058869477762236
0.2960978150653673,0.5567918639757948,0.3116863770050118,0.9049870918786214,0.48804043761232413,0.6311520914441324,-0.5874575955509325
0.9292530812063909,0.4230005062427666,0.0,0.9954623750651984,0.25370223353073534,0.07086163073704843,-0.7179211888189431
0.5464273854944163,0.6787196365303473,0.0306942969479606,0.4240930874129032,0.7966862446917085,0.6474000775163992,-0.6665934893149721
0.19043736422553392,0.11306289606034704,0.8916093363319714,0.9823820676067309,0.9051111410050552,0.9999999999999999,-0.7036406776342021
0.7110431984605032,0.03199143035067341,0.004276568683189384,0.23817875139290895,0.6878286787118755,0.6716675132540422,-0.39420181583986214
0.13349306145519113,0.6710662346938572,0.3169682092580058,0.4461486728867423,0.08419712137058252,0.7523398665832917,0.8466204383706755
0.9312602583583012,0.21102130235453567,0.4461111481200102,0.3907391500449309,0.25411016076217297,0.755139140101295,1.5077480960980698
0.00985237284819837,0.5654977936478734,0.882211874881174,1.0,0.07275022054808676,0.8075086181673564,0.9825280983611652
0.9887124527102308,0.5225204777196709,0.2768630946877842,0.9946203209212446,0.17838950628479652,0.5208851814697234,-0.7143597527994406
0.8919413240693004,0.14308143707140386,0.06193050124101971,0.7692870061410719,0.5463539403366242,0.03356567541506749,-0.7164884640972333
0.8460596458439988,0.3421141584326016,0.7844643797377231,0.08458023537329068,0.7160970740102766,0.34645988004831735,-0.6562222722360983
0.473602484713077,0.3605388757307853,0.011619339646540376,0.9088557507818175,1.0,0.03174098051563178,-0.41106694576830627
