x1,x2,x3,x4,x5,x6,x7,x8,y
0.6100284008906038,0.2975554673352863,0.907339395054654,0.3875672520662127,0.19648936086721097,0.5714360318817593,0.28672984755200903,0.7312273059965092,-0.43991111371185954
0.17293013058794832,0.5798744925619798,0.995877223122814,0.22516164975215633,0.3177311712100235,0.7083708760193504,0.6264076208282605,0.06883779424453568,-0.8554695677940459
0.0,0.8327217412561346,0.5098501000819757,0.07454976748317302,0.26140919020968295,0.07182739224426724,0.5815078389907431,0.3436465192464348,0.6803303432862156
0.5087186574532984,0.6700362992026334,0.34887004692589013,0.188980390730897,0.08603648789863726,0.18108296398159643,0.7522610212537493,0.26459286500408724,0.4950170438918754
0.35913976019404814,0.25310759420386014,0.4847227695547388,0.7832401526549425,0.10779020739610506,0.27588588466216024,0.5448100454319519,0.5829385503318716,0.8351879194686765
0.7879683254717914,0.0,0.32281597465750017,0.5710483762332007,0.8301412369409275,0.5320907991416504,0.5385947707096854,0.6528059219888168,0.7672096405567064
0.9208736133060567,0.06061467902816003,0.22063565054370465,0.8474373218904591,0.12554279095725523,1.0,0.6814578024373413,0.7399034493259737,-0.5151949501388217
0.5909644117284157,0.9039275943885368,0.7398811710022066,0.6007002576371161,0.0,0.7508062455075232,0.2037586715366193,0.059103939988495675,-0.5443030168533798
0.769868632169993,0.8770736872393794,0.3680446158881766,0.36725916413556914,0.6958887389725914,0.29721165973365893,0.622222895465301,0.0,0.1505964332691288
0.9989638448216324,0.7172009473571023,1.0000000000000002,0.19140494091429253,0.583773289472076,0.2158529287200481,0.4753556833472335,0.2869950649124656,-2.34773781638066
0.10543317347505297,0.44749014476819654,0.5878027546462906,0.6529863894176373,0.222391607107363,0.4007632739317842,0.9251029288139532,0.6683537544025563,0.041468358571151706
0.8013469586076187,0.5901455520990514,0.6881448724506443,0.30693289693434556,0.13006515915345807,0.2655101548539521,0.8431072628553792,0.6161517188451671,-1.0806684260642656
0.13765755685143446,0.9623256042280047,0.2145547181464604,0.0,0.414355342817621,0.3999582689317388,0.5411354287232083,0.17309347067377637,1.2263969978244074
0.7788557405185407,0.46915126686575814,0.549278161269758,0.7668962121294176,0.5050381860884011,0.7294812465504452,0.7819647478296723,0.6560790566733841,-0.46065050091778764
0.0484921344131861,0.06443294119008487,0.0,0.033271708155571164,0.4034641115956457,0.8045836762391122,0.47272254402413233,0.8989541347249382,1.8831988835386901
0.8735674705007649,0.49385321886269856,0.26531985281587755,0.5985383485449736,0.898274318406627,0.3724098362298105,0.591420892324976,0.4589206415650062,0.36403788456743846
