x1,x2,x3,x4,x5,y
0.7547516083811288,0.04928492795191869,0.7440938583851786,0.7078092918325489,0.057990053394662414,1.7397009007995294
0.23573505500189879,0.8926302919399325,0.5832860795968634,0.6914615498880564,0.5597894857450552,0.6357125955606461
0.756179492056172,0.775202045148718,0.68924820976106,0.33943744650738866,0.7502381060562332,-0.39378655058451917
0.8000870135754398,0.0,0.03144297098441989,0.6579510926169401,0.3025512204453837,-0.09057417811785673
0.6378997959928312,0.265941337688979,0.17745818251483536,0.7757558900114968,0.3648164152933462,1.4836391873895787
0.8154051605848078,0.9740798652135181,0.7187046863148124,0.9973471118403773,0.0,0.5530985288503613
0.13181079403638102,0.9569565522388468,0.9142834897677001,0.743042407202238,0.26056818326936393,0.5826365206487474
0.9864630964452064,0.21292016183353402,0.9999999999999999,1.0,0.6679798404007833,-0.44310397299086834
0.1110944047642209,0.915413730366005,0.012492618331674116,0.21941351828845668,0.8405093784851648,-2.395948047438133
0.7861705331499076,0.295336119199397,0.0,0.42420964214486523,0.12109541236750597,0.4148636008892787
0.5502769187433955,0.23777969122201437,0.41085256759894334,0.3740132448953788,0.5829624079725401,0.7808583702999073
1.0,0.1483420837097723,0.08586139582593935,0.12138384416489312,0.07478916738892402,-0.9293710115166147
0.649112987976189,0.8429447746123009,0.8260414573812712,0.0,0.11905850878128939,-0.2838510653657949
0.0,0.3837222970943363,0.8515339597074548,0.4845577814741521,0.5700707873074914,0.30892640723504655
0.4461613359156892,0.7150377339297225,0.42637912190829114,0.06971609522477523,0.98318437487418,-1.1648907278900171
0.25338585589076684,0.8309492271732855,0.6501113432682171,0.16490533411414207,0.6624468782842169,-0.4613988638330462
0.43849221459409904,0.7354593169549104,0.3380463432831137,0.7198211503581764,0.6870650543510456,0.4479803078677443
0.8131847960680413,0.5161454477343936,0.44348774469841556,0.8886997359085236,0.00609803793843442,1.24640065676633
0.96157766744258,1.0,0.4139671244638381,0.5998020168854524,0.8229618850271798,-1.470776006498248
0.11211871840088787,0.21660379574734173,0.04988717848703376,0.6930917348754534,0.9999999999999999,-0.560116652072076
