x1,x2,x3,x4,y
0.0998715905016202,0.0,0.6558462756051466,0.38620906910260816,-0.35357055509227653
0.8913966261831441,0.6045080606278028,0.7173014005857694,0.3249016247966002,-0.5414637689643745
0.4444197525881666,0.9293979286058727,0.1534379441668141,0.08862746067140449,-0.6155281776694855
0.8179913712615734,0.6016867037184136,0.22174348299324226,0.46250450664071535,-0.5988410475935771
1.0,0.18853260561403828,0.727284882532233,0.8056033823678274,0.4361120719507943
0.7864275656472044,0.09761578172900132,0.9361974853746835,0.5591281409371416,-0.29659857849975535
0.6052790955540741,0.7632182288510472,0.29708777248815643,0.8386301443862634,-0.3815533525585414
0.3244173089308015,0.34457356326290906,0.035460089822871424,0.45236052091176954,-0.16980488074428268
0.04731585047446263,0.8384677494991839,0.4220567181492109,0.4184097999501643,-0.5799585265229392
0.47943571393267076,0.7179393941480205,0.023983197658388564,1.0,0.33371233724195687
0.778136871151714,0.38856957155914257,0.49415171621180726,0.0,-0.516535806963534
0.6476346428567858,0.1322856557401344,0.3278157872173252,0.40206699651466504,-0.35366540575150696
0.26096820349716604,0.33806731547633306,0.6750947914063046,0.0254515236039307,-0.3575071130383575
0.5459994728268207,0.9459168138292041,0.809276862076913,0.04461434685489564,-0.2913263159787052
0.4452340202355127,0.8927047089204154,0.36585273105618527,0.9729332255616263,0.8328784496293616
0.1455623456967402,0.9805181352751722,1.0,0.9105656801877412,3.8179130541190154
0.8447998029423041,0.5357903285677883,0.0,0.7763428339933941,-0.49844094560670155
0.32877866172355685,0.7295787369565446,0.41575624683612794,0.056199609504382395,-0.4320060334366407
0.0,0.9999999999999998,0.7012755219851385,0.8781142305090253,1.141564742096244
0.009775964702659123,0.1397909606537422,0.8617117914638567,0.13295941226721175,-0.5753801466166938
